Depmap ID,Expression Public 24Q4,Cell Line Name,Primary Disease,Lineage,Lineage Subtype
ACH-002462,5.561326136453918,RPE1SS48,Non-Cancerous,Eye,Non-Cancerous
ACH-002463,4.963474123974886,RPE1SS77,Non-Cancerous,Eye,Non-Cancerous
ACH-002464,5.719731056749852,RPE1SS6,Non-Cancerous,Eye,Non-Cancerous
ACH-002465,5.832383716549126,RPE1SS119,Non-Cancerous,Eye,Non-Cancerous
ACH-002466,4.718635616271338,RPE1SS111,Non-Cancerous,Eye,Non-Cancerous
ACH-002467,4.894817763307944,RPE1SS51,Non-Cancerous,Eye,Non-Cancerous
ACH-002470,3.399171093819823,OS186,Osteosarcoma,Bone,Osteosarcoma
ACH-002471,3.875780063068488,OS052,Osteosarcoma,Bone,Osteosarcoma
ACH-002475,0.84799690655495,HAP1,Myeloproliferative Neoplasms,Myeloid,Myeloproliferative Neoplasms
ACH-002478,4.837438714856374,BC2,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-002485,2.4828482830684653,MAVER1,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-002486,3.6507645591169022,MESOV,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-002490,2.0942360698457656,NCIH1882,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-002497,3.1292830169449664,NCIH920,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-002499,5.211790976252541,UACC3199,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-002500,4.105175192265479,Z138,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-002501,1.1953475983222193,RMZ,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-002508,3.3950627995175777,WM3211,Melanoma,Skin,Melanoma
ACH-002509,6.0307774719925415,WM4235,Melanoma,Skin,Melanoma
ACH-002510,5.097189387235113,M040416,Melanoma,Skin,Melanoma
ACH-002511,5.262282806420656,M140325,Melanoma,Skin,Melanoma
ACH-002512,4.33199177823206,MM160113,Melanoma,Skin,Melanoma
ACH-002522,6.437460799511047,SNU2292,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-002523,7.332170850415109,SNU739,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma
ACH-002524,3.657640005207824,SNU251,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-002526,0.01435529297707,SNU1327,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-002528,4.494415610397496,SNU267,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma
ACH-002531,6.221297103163338,SNU2535,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-002532,1.9855004303048849,SNU1411,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-002533,3.212569338850806,SNU482,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma
ACH-002535,4.350497247084133,SNU254,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-002538,2.3045110418099526,SNU1235,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-002539,3.257010618206024,SNU1460,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-002543,1.7048719644563528,SNU1406,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-002544,2.859969548221026,SNU1750,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-002643,3.6507645591169022,GRANTA452,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma
ACH-002647,3.232660756790275,CCC5,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-002648,2.6530600171045644,CX03,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-002650,3.641546029087524,ETCC016,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-002651,7.497532533006719,FKH1,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia
ACH-002653,5.082361969557474,JIH5,Acute Leukemias of Ambiguous Lineage,Myeloid,Acute Leukemias of Ambiguous Lineage
ACH-002654,5.221877081077034,JVE015,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-002659,2.937344392150232,JVE127,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-002660,4.287620044112067,JVE187,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-002662,3.902073579310743,JVE207,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-002664,4.501439145158873,JVE253,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-002665,3.192194165283345,JVE367,Gastrointestinal Neuroendocrine Tumors,Bowel,Gastrointestinal Neuroendocrine Tumors
ACH-002667,2.797012977836145,JVE528,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-002668,5.664198369291911,KASUMI3,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia
ACH-002669,5.437294331497144,KP363T,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-002672,5.625270489374693,MAPACHS77,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-002675,6.458119481174506,SH2,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia
ACH-002676,6.126601235157298,TK6,Myeloproliferative Neoplasms,Myeloid,Myeloproliferative Neoplasms
ACH-002677,0.2509615735332187,U2946,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-002678,3.5298209465286954,WILL1,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-002680,5.573495715495609,170MGBA,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-002681,2.4356285940520905,538MGBA,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-002687,2.0250287944915226,WM3772F,Ocular Melanoma,Eye,Ocular Melanoma
ACH-002688,6.362469888750209,OS457,Osteosarcoma,Bone,Osteosarcoma
ACH-002689,3.875780063068488,OS525,Osteosarcoma,Bone,Osteosarcoma
ACH-002690,2.9818526532897405,OS526,Osteosarcoma,Bone,Osteosarcoma
ACH-002693,3.665620164066381,S462,Nerve Sheath Tumor,Peripheral Nervous System,Nerve Sheath Tumor
ACH-002695,4.564378168565064,STS26T,Nerve Sheath Tumor,Peripheral Nervous System,Nerve Sheath Tumor
ACH-002703,5.498570012544255,OANC1,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-002705,2.7484612330040354,IS076P,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-002706,3.119356177039676,IS076A,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-002710,5.326249700837456,MPNST724,Nerve Sheath Tumor,Peripheral Nervous System,Nerve Sheath Tumor
ACH-002711,6.009212786805205,UMHACC2A,Salivary Carcinoma,Head and Neck,Salivary Carcinoma
ACH-002716,5.877253453876608,MO91,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia
ACH-002778,5.48767927890162,NCCOS1X2C1,Osteosarcoma,Bone,Osteosarcoma
ACH-002780,4.025028794491522,NCCES1C1,Ewing Sarcoma,Bone,Ewing Sarcoma
ACH-002781,6.03342300153745,NCCDCS1C1,Chondrosarcoma,Bone,Chondrosarcoma
ACH-002782,2.032100843167024,NCCUPS1C1,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,Soft Tissue,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma
ACH-002784,3.739848102699328,NCCUPS2C1,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,Soft Tissue,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma
ACH-002785,4.811471030529836,NCCLMS1C1,Leiomyosarcoma,Soft Tissue,Leiomyosarcoma
ACH-002787,5.950235100485688,NCCPRMS1C1,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-002790,1.3561438102252754,NCCSS2C1,Synovial Sarcoma,Soft Tissue,Synovial Sarcoma
ACH-002792,5.3150589663166246,NCCCCS1BC1,Clear Cell Sarcoma,Soft Tissue,Clear Cell Sarcoma
ACH-002794,5.7481928495894605,NCCMFS1C1,Myxofibrosarcoma,Soft Tissue,Myxofibrosarcoma
ACH-002795,4.405992359675837,NCCCDS1X1C1,CIC-DUX4 Sarcoma,Soft Tissue,CIC-DUX4 Sarcoma
ACH-002796,3.82273014794452,NCCCDS1X3C1,CIC-DUX4 Sarcoma,Soft Tissue,CIC-DUX4 Sarcoma
ACH-002798,6.461724991502711,NCCDFSP2C1,Dermatofibrosarcoma Protuberans,Skin,Dermatofibrosarcoma Protuberans
ACH-002799,4.082361969557474,NCCMPNST1C1,Nerve Sheath Tumor,Peripheral Nervous System,Nerve Sheath Tumor
ACH-002800,6.453846773749929,NCCMPNST2C1,Nerve Sheath Tumor,Peripheral Nervous System,Nerve Sheath Tumor
ACH-002801,6.361592923772207,NCCMPNST3C1,Nerve Sheath Tumor,Peripheral Nervous System,Nerve Sheath Tumor
ACH-002802,6.878725341480106,NCCMPNST3X2C1,Nerve Sheath Tumor,Peripheral Nervous System,Nerve Sheath Tumor
ACH-002806,5.009884588931844,TB096,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-002834,3.465974464504069,OS384,Osteosarcoma,Bone,Osteosarcoma
ACH-002843,5.956056652412403,CCLFRARE0020T,Desmoid/Aggressive Fibromatosis,Soft Tissue,Desmoid/Aggressive Fibromatosis
ACH-002844,6.842727469292544,CCLFRARE0025T,Desmoid/Aggressive Fibromatosis,Soft Tissue,Desmoid/Aggressive Fibromatosis
ACH-002846,2.4802651220544627,YUSEEPM163517,Melanoma,Skin,Melanoma
ACH-002847,4.512858954449976,YUHOIN,Melanoma,Skin,Melanoma
ACH-002886,4.377123749129487,VACO432,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-002921,4.792334805706692,BCK4,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-002922,1.0565835283663676,SKNMM,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-002924,6.136068312193182,UPMM2,Ocular Melanoma,Eye,Ocular Melanoma
ACH-002925,4.822220271621528,UPMM3,Ocular Melanoma,Eye,Ocular Melanoma
ACH-002926,5.679480099505446,UPMD1,Ocular Melanoma,Eye,Ocular Melanoma
ACH-002927,6.7216460784183925,UPMD2,Ocular Melanoma,Eye,Ocular Melanoma
ACH-002928,5.129283016944966,MM100511,Melanoma,Skin,Melanoma
ACH-002932,1.622930350920177,CCLFNEURO0001T,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-002936,0.1634987322828795,CCLFPEDS0043T,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-002937,3.3701642805402097,CCLFPEDS0020T,Wilms' Tumor,Kidney,Wilms' Tumor
ACH-002942,5.165911938935689,CCLFRARE0004T,Leiomyosarcoma,Soft Tissue,Leiomyosarcoma
ACH-002946,5.95303237725324,UKE1,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia
ACH-002994,7.36518509741176,WSUAML,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia
ACH-002996,4.20945336562895,CI34601,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-003012,0.4541758931858022,A549CRAFKD,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-003061,1.948600847493356,NCIH774,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-003071,0.8875252707415875,NCIH748,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-003099,3.411426245726465,UCSFOT1109,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-003100,0.6780719051126377,EJ1,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-003101,2.5285713188707577,Z119,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma
ACH-003103,4.638073837180719,Z181,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma
ACH-003105,3.527320607877047,VMM917,Melanoma,Skin,Melanoma
ACH-003106,1.4436066514756145,RC,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-003107,2.27500704749987,JMP1,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-003108,3.4789718050329426,HF,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-003111,6.403267722339301,HS856T,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,Soft Tissue,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma
ACH-003119,2.833902076669163,NCIH1450,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-003120,3.2942531364445142,NCIH1607,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-003121,2.2479275134435857,NCIH2679,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-003125,2.929790997718597,ASPSKY,Alveolar Soft Part Sarcoma,Soft Tissue,Alveolar Soft Part Sarcoma
ACH-003132,4.906409617094016,ABMT0009,Non-Cancerous,Unknown,Non-Cancerous
ACH-003133,5.010779838753242,ABMT0021,Non-Cancerous,Unknown,Non-Cancerous
ACH-003134,4.1626934322112366,ABMT0168,Non-Cancerous,Unknown,Non-Cancerous
ACH-003135,1.925999418556223,ABMT0280,Non-Cancerous,CNS/Brain,Non-Cancerous
ACH-003136,5.718087583960517,ABMT0023,Non-Cancerous,Unknown,Non-Cancerous
ACH-003137,0.5360529002402097,ABMT0281,Non-Cancerous,CNS/Brain,Non-Cancerous
ACH-003138,5.467931546026287,ABMT0292,Non-Cancerous,CNS/Brain,Non-Cancerous
ACH-003139,1.7865963618908067,ABMT0457,Non-Cancerous,Muscle,Non-Cancerous
ACH-003141,3.8328900141647417,ABMT0557,Non-Cancerous,Muscle,Non-Cancerous
ACH-003142,5.076815597050831,ABMT0558,Non-Cancerous,Muscle,Non-Cancerous
ACH-003143,3.722466024471091,ABMT0616,Non-Cancerous,Kidney,Non-Cancerous
ACH-003145,4.460087240116833,ABMT0725,Non-Cancerous,Embryonal,Non-Cancerous
ACH-003148,5.735251375786425,ABMT0781,Non-Cancerous,CNS/Brain,Non-Cancerous
ACH-003149,5.158256228811341,ABMT0782,Non-Cancerous,Muscle,Non-Cancerous
ACH-003150,4.674686619927999,ABMT0783,Non-Cancerous,CNS/Brain,Non-Cancerous
ACH-003152,7.047560200025687,ABMT0796,Non-Cancerous,Lung,Non-Cancerous
ACH-003153,3.3868109464722167,ABMT0794,Non-Cancerous,Lung,Non-Cancerous
ACH-003154,4.560103513464738,ABMT0795,Non-Cancerous,Lung,Non-Cancerous
ACH-003155,4.02768487693716,ABMT0789,Non-Cancerous,Liver,Non-Cancerous
ACH-003156,3.017921907997262,ABMT0797,Non-Cancerous,Lung,Non-Cancerous
ACH-003157,6.524659241412916,ABMT0822,Non-Cancerous,Lung,Non-Cancerous
ACH-003158,4.492494151679432,ABMT9220,Non-Cancerous,Muscle,Non-Cancerous
ACH-003159,5.871597265613853,ABMT9233,Non-Cancerous,Hair,Non-Cancerous
ACH-003160,4.838447592548458,ABMT9249,Non-Cancerous,Hair,Non-Cancerous
ACH-003161,3.953265239014844,ABMT9430,Non-Cancerous,Pancreas,Non-Cancerous
ACH-003177,5.1001366712854495,NRHUPS1,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,Soft Tissue,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma
ACH-003180,3.460742563789644,NRHUPS2,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,Soft Tissue,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma
ACH-003181,6.709428501368347,NRHLMS1,Leiomyosarcoma,Soft Tissue,Leiomyosarcoma
ACH-003183,2.144046369616707,NRHMFS3,Myxofibrosarcoma,Soft Tissue,Myxofibrosarcoma
ACH-003184,3.838951766951943,NRHLMS2,Leiomyosarcoma,Soft Tissue,Leiomyosarcoma
ACH-003191,3.5360529002402097,NRHGCT2,Giant Cell Tumor of Bone,Bone,Giant Cell Tumor of Bone
ACH-003265,4.933572638261024,CCLFRARE0010T,Leiomyosarcoma,Soft Tissue,Leiomyosarcoma
ACH-003266,5.841721581128462,CCLFRARE0021T,Leiomyosarcoma,Soft Tissue,Leiomyosarcoma
ACH-003267,3.1842802944193824,CCLFRARE0009T,Leiomyosarcoma,Soft Tissue,Leiomyosarcoma
ACH-003268,4.671859468247477,CCLFRARE0022T,Leiomyosarcoma,Soft Tissue,Leiomyosarcoma
ACH-003269,5.542258049766918,CCLFRARE0019T,Leiomyosarcoma,Soft Tissue,Leiomyosarcoma
ACH-003273,8.006971184364042,CHRF28811,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia
ACH-003308,4.113533819591914,THLE3,Non-Cancerous,Unknown,Non-Cancerous
ACH-003426,6.077883864438322,CCLFNEURO0046T,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-003433,3.261530815243406,CCLFPANC0019T,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-003437,2.8639384504239715,CCLFUPGI0078T,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-003438,3.860962797858116,CCLFNEURO0005T,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-003451,6.414135532984451,CCLFPEDS0048T,Wilms' Tumor,Kidney,Wilms' Tumor
ACH-003455,4.587964988882679,CCLFMELM0004T,Melanoma,Skin,Melanoma
ACH-003456,3.538538163629804,CCLFMELM0006T,Melanoma,Skin,Melanoma
ACH-003457,3.5545888516776376,CCLFMELM0038T,Melanoma,Skin,Melanoma
ACH-003458,4.770300489499416,CCLFMELM0010T,Melanoma,Skin,Melanoma
ACH-003459,5.279471295644468,CCLFMELM0011T,Melanoma,Skin,Melanoma
ACH-003460,2.967168607532628,CCLFHEME0001T,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-003463,7.021590768014,CCLFHEME0004T,Mature T and NK Neoplasms,Lymphoid,Mature T and NK Neoplasms
ACH-003464,3.9717734471933728,CCLFNPDX0008T,Liposarcoma,Soft Tissue,Liposarcoma
ACH-003465,1.8519988371124465,CCLFHNSC0004T,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-003468,3.595742339474399,CCLFTHYR0003T,Anaplastic Thyroid Cancer,Thyroid,Anaplastic Thyroid Cancer
ACH-003469,4.697106574476975,CCLFTHYR0004T,Anaplastic Thyroid Cancer,Thyroid,Anaplastic Thyroid Cancer
ACH-003470,3.1811025507537978,CCLFTHYR0005T,Anaplastic Thyroid Cancer,Thyroid,Anaplastic Thyroid Cancer
ACH-003471,6.198297694860147,CCLFTHYR0006T,Well-Differentiated Thyroid Cancer,Thyroid,Well-Differentiated Thyroid Cancer
ACH-003472,4.168321115739722,CCLFTHYR0009T,Medullary Thyroid Cancer,Thyroid,Medullary Thyroid Cancer
ACH-003473,4.9740703670240265,CCLFPEDS0013T,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-003474,2.5058909297299574,CCLFHNSC0001T,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-003475,2.2234225499349374,CCLFHNSC0003T,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-003476,2.039138393906958,CCLFHNSC0002T,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
